시군구코드,업종코드,년도,업소일련번호,업종명,신고일자,업소명,영업장면적(㎡),소재지전화번호,영업자시작일,법인명,소재지시작일,행정동명,폐업일자,폐업사유,업태명,위생교육수료일자,객실수,한실수,양실수,의자수,욕실수,발한실,세탁기수,허가(신고)번호,내외국인구분,국적,소재지도로명,소재지지번
3110000,211,1968,1,미용업(일반),19680911,김은정미용실,39.68,02 3062642,20090609,,20171205,수색동,,,일반미용업,20130221,0,0,0,3,0,N,,3110000-211-1968-00001,내국인,,서울특별시 은평구 은평터널로 65 상가동 2층 7호 (수색동 대림한숲타운아파트),서울특별시 은평구 수색동  415번지 1호  상가동 2층 7호
3110000,211,1969,1,미용업(일반),19690918,머리치장미용실,23.4,02356 7419,19900510,,19690918,갈현제1동,,,일반미용업,20090518,0,,,4,,N,,3110000-211-1969-00001,내국인,,서울특별시 은평구 갈현로 299 (갈현동),서울특별시 은평구 갈현동  436번지 15호  
3110000,211,1970,1,미용업(일반),19700409,스칼렛 헤어살롱,29.7,02 3893651,19940413,,20171030,대조동,,,일반미용업,20080630,0,0,0,4,0,N,0,3110000-211-1970-00001,내국인,,서울특별시 은평구 역말로9길 5-1 101호 (대조동 엘림아너스빌상가),서울특별시 은평구 대조동  171번지 19호  엘림아너스빌상가-101
3110000,211,1970,2,미용업(일반),19700514,티는아이,20.7,02 3834140,20010302,,19700514,갈현제1동,,,일반미용업,20080630,0,,,3,,N,,3110000-211-1970-00002,내국인,,서울특별시 은평구 갈현로41길 28 (갈현동),서울특별시 은평구 갈현동  298번지 26호  
3110000,211,1970,3,미용업(일반),19700821,수정미용실,39,02 3855332,19700821,,20160317,갈현제2동,,,일반미용업,20130514,0,0,0,2,0,N,0,3110000-211-1970-00003,내국인,,서울특별시 은평구 갈현로 287 지상1층 (갈현동),서울특별시 은평구 갈현동  435번지 26호  지상1층
3110000,211,1972,1,미용업(일반),19721025,유한미용실,17.52,02 3849350,19721025,,19721025,응암제3동,,,일반미용업,20090518,0,,,2,,N,,3110000-211-1972-00001,내국인,,서울특별시 은평구 응암로34길 24 (응암동),서울특별시 은평구 응암동  105번지 1호  
3110000,211,1973,1,미용업(일반),19731101,이현헤어아트,26,02 3597672,19991206,,20111004,대조동,,,일반미용업,20090518,0,,,2,,N,,3110000-211-1973-00001,내국인,,서울특별시 은평구 통일로69길 19-1 (대조동(1층)),서울특별시 은평구 대조동  77번지 13호  (1층)
3110000,211,1973,2,미용업(일반),19730614,현대미용실,11.47,02 3848359,19730614,,19730614,구산동,20151015,영업부진,일반미용업,20090518,0,0,0,3,0,N,0,3110000-211-1973-00002,내국인,,서울특별시 은평구 서오릉로17길 5-2 (구산동),서울특별시 은평구 구산동  341번지 8호  
3110000,211,1974,1,미용업(일반),19740420,정미용실,33.6,02 3730333,19740420,,20030526,수색동,,,일반미용업,20090518,0,,,5,,N,,3110000-211-1974-00001,내국인,,서울특별시 은평구 수색로 276-1 (수색동(1층)),서울특별시 은평구 수색동  364번지 9호  (1층)
3110000,211,1974,2,미용업(일반),19740420,장수미용실,19.75,02 3033165,19740420,,19910619,증산동,,,일반미용업,20090518,0,0,0,3,0,N,0,3110000-211-1974-00002,내국인,,서울특별시 은평구 증산서길 153 (증산동),서울특별시 은평구 증산동  158번지 17호  
3110000,211,1974,3,미용업(일반),19740422,아카스헤어필,59.52,02 3596553,19740422,,20041230,갈현제2동,,,일반미용업,20090518,0,0,0,6,0,N,0,3110000-211-1974-00003,내국인,,서울특별시 은평구 연서로 149 (갈현동동광갈현베르빌 117호),서울특별시 은평구 갈현동  465번지 12호  동광갈현베르빌 117호
3110000,211,1974,3,미용업(일반),19740422,아카스헤어필,70,02 3596553,19740422,,20041230,갈현제2동,,,일반미용업,20090518,0,0,0,6,0,N,0,3110000-211-1974-00003,내국인,,서울특별시 은평구 연서로 149 (갈현동동광갈현베르빌 117호),서울특별시 은평구 갈현동  465번지 12호  동광갈현베르빌 117호
3110000,211,1974,3,미용업(일반),19740422,라브리지헤어,59.52,02 3596553,19740422,,20041230,갈현제2동,,,일반미용업,20090518,0,0,0,6,0,N,0,3110000-211-1974-00003,내국인,,서울특별시 은평구 연서로 149 (갈현동동광갈현베르빌 117호),서울특별시 은평구 갈현동  465번지 12호  동광갈현베르빌 117호
3110000,211,1974,3,미용업(일반),19740422,라브리지헤어,70,02 3596553,19740422,,20041230,갈현제2동,,,일반미용업,20090518,0,0,0,6,0,N,0,3110000-211-1974-00003,내국인,,서울특별시 은평구 연서로 149 (갈현동동광갈현베르빌 117호),서울특별시 은평구 갈현동  465번지 12호  동광갈현베르빌 117호
3110000,211,1974,3,미용업(일반),19740422,아카스헤어필,59.52,02 3596553,19740422,,20190813,대조동,,,일반미용업,20090518,0,0,0,6,0,N,0,3110000-211-1974-00003,내국인,,서울특별시 은평구 서오릉로 134 메디칼 1층 101호 (대조동),서울특별시 은평구 대조동  226번지 3호  메디칼
3110000,211,1974,3,미용업(일반),19740422,아카스헤어필,70,02 3596553,19740422,,20190813,대조동,,,일반미용업,20090518,0,0,0,6,0,N,0,3110000-211-1974-00003,내국인,,서울특별시 은평구 서오릉로 134 메디칼 1층 101호 (대조동),서울특별시 은평구 대조동  226번지 3호  메디칼
3110000,211,1974,3,미용업(일반),19740422,라브리지헤어,59.52,02 3596553,19740422,,20190813,대조동,,,일반미용업,20090518,0,0,0,6,0,N,0,3110000-211-1974-00003,내국인,,서울특별시 은평구 서오릉로 134 메디칼 1층 101호 (대조동),서울특별시 은평구 대조동  226번지 3호  메디칼
3110000,211,1974,3,미용업(일반),19740422,라브리지헤어,70,02 3596553,19740422,,20190813,대조동,,,일반미용업,20090518,0,0,0,6,0,N,0,3110000-211-1974-00003,내국인,,서울특별시 은평구 서오릉로 134 메디칼 1층 101호 (대조동),서울특별시 은평구 대조동  226번지 3호  메디칼
3110000,211,1974,4,미용업(일반),19740109,아트헤어,17.66,02 3547734,19740109,,19900710,대조동,20140523,자진폐업(사업부진),일반미용업,20090518,0,0,0,3,0,N,,3110000-211-1974-00004,내국인,,서울특별시 은평구 통일로67길 5 (대조동1층),서울특별시 은평구 대조동  9번지 6호  1층
3110000,211,1974,5,미용업(일반),19740417,모두,16.2,02 3847869,19740417,,19740417,불광제1동,,,일반미용업,20090518,0,0,0,3,0,N,,3110000-211-1974-00005,내국인,,서울특별시 은평구 통일로 752-20 (불광동),서울특별시 은평구 불광동  259번지 13호  
3110000,211,1974,6,미용업(일반),19740506,서원미용실,29.44,02 3557717,19740506,,19740506,대조동,,,일반미용업,20090518,0,0,0,5,0,N,,3110000-211-1974-00006,내국인,,서울특별시 은평구 연서로 228 (대조동),서울특별시 은평구 대조동  185번지 22호  
3110000,211,1974,7,미용업(일반),19740322,준이미용실,33,02 3825804,19740322,,20060220,불광제2동,20180424,행정처분,일반미용업,20080630,0,,,3,,N,,3110000-211-1974-00007,내국인,,서울특별시 은평구 통일로 944 (불광동),서울특별시 은평구 불광동  528번지  
3110000,211,1975,1,미용업(일반),19750918,참헤어샵,17.85,02 3559505,19750918,,20161026,녹번동,,,일반미용업,20090518,0,0,0,2,0,N,0,3110000-211-1975-00001,내국인,,서울특별시 은평구 녹번로 60 지상1층 (녹번동),서울특별시 은평구 녹번동  29번지 87호  지상1층
3110000,211,1977,1,미용업(일반),19771222,진영미용실,16,02 3027680,19771222,,19771222,응암제3동,,,일반미용업,20080630,0,,,4,,N,,3110000-211-1977-00001,내국인,,서울특별시 은평구 응암로 241 (응암동),서울특별시 은평구 응암동  578번지 98호  
3110000,211,1977,1,미용업(일반),19771222,소영헤어,16,02 3027680,19771222,,19771222,응암제3동,,,일반미용업,20080630,0,,,4,,N,,3110000-211-1977-00001,내국인,,서울특별시 은평구 응암로 241 (응암동),서울특별시 은평구 응암동  578번지 98호  
3110000,211,1977,1,미용업(일반),19771222,진영미용실,16,02 3027680,20190426,,19771222,응암제3동,,,일반미용업,,0,,,4,,N,,3110000-211-1977-00001,내국인,,서울특별시 은평구 응암로 241 (응암동),서울특별시 은평구 응암동  578번지 98호  
3110000,211,1977,1,미용업(일반),19771222,소영헤어,16,02 3027680,20190426,,19771222,응암제3동,,,일반미용업,,0,,,4,,N,,3110000-211-1977-00001,내국인,,서울특별시 은평구 응암로 241 (응암동),서울특별시 은평구 응암동  578번지 98호  
3110000,211,1978,1,미용업(일반),19781103,서승희 헤어샵,15.75,02 3864968,19781103,,20111108,역촌동,,,일반미용업,20090518,0,0,0,2,0,N,0,3110000-211-1978-00001,내국인,,서울특별시 은평구 진흥로1길 6-1 (역촌동 (1층)),서울특별시 은평구 역촌동  42번지 34호  
